Reference area,TIME_PERIOD,life_exp_norm,diff_ends_norm,earnings_norm,disp_income_norm,employment_norm,long_unemp_norm,safe_norm,housing_cost_norm,life_sat_norm,support_norm,reading_norm,L1_phys,L2_safety,L3_belonging,L4_esteem,L5_self_act,wellbeing_index
Romania,2019,0.6239999999999998,0.6799999999999999,,0.288675,0.73759,0.8116590903375582,0.636666666667,0.40265542078541033,0.7462265991633333,0.814992707409,,0.6519999999999999,0.5754492355579937,0.814992707409,0.7462265991633333,,0.6789217850770635
Romania,2020,0.5680000000000001,0.641,,0.28675,0.7352200000000001,0.8314993428562701,0.673333333333,0.44309152059282225,0.7577933388666667,0.8351294271499999,,0.6045,0.5939788393564185,0.8351294271499999,0.7577933388666667,,0.6717726042751138
Romania,2021,0.5119999999999999,0.71,,0.3062,0.69833,0.7701556059117007,0.673333333333,0.3404773198793569,0.76936007857,0.8351294271499999,,0.611,0.5576992518248115,0.8351294271499999,0.76936007857,,0.6658955519723945
Romania,2022,0.6039999999999998,0.74,,0.31045,0.71724,0.756288108423423,0.673333333333,0.1723163882691482,0.76600869926,0.8351294271499999,,0.6719999999999999,0.5259255660051142,0.8351294271499999,0.76600869926,,0.6800307835244332
Romania,2023,0.6560000000000002,0.7230000000000001,,0.3273,0.71867,0.757336812204232,0.66,,0.77346323615,0.807845234596,,0.6895000000000002,0.615826703051058,0.807845234596,0.77346323615,,0.7061590337173529
Slovak Republic,2006,0.58,0.651,0.09742436666666666,0.206275,0.68987,0.0,0.47,0.0,,0.933045389041,0.4653990753487999,0.6154999999999999,0.24392822777777778,0.933045389041,,0.4653990753487999,0.5684637054324414
Slovak Republic,2007,0.5839999999999997,0.694,0.12391264999999997,0.250375,0.69982,0.07962211750300108,0.475,0.0,,0.92378037015575,0.4801905202324001,0.6389999999999998,0.2714549612505002,0.92378037015575,,0.4801905202324001,0.584869381775417
Slovak Republic,2008,0.5960000000000002,0.65,0.1285772166666667,0.28315,0.7210599999999999,0.25745105193758266,0.48,0.0,,0.9145153512705,0.49498196511600007,0.6230000000000001,0.3117063781007082,0.9145153512705,,0.49498196511600007,0.5891797977142694
Slovak Republic,2009,0.6119999999999999,0.6839999999999999,0.1443376166666667,0.291375,0.69985,0.2788091942187947,0.485,0.0,,0.90525033238525,0.5097734099996001,0.6479999999999999,0.3165619684809102,0.90525033238525,,0.5097734099996001,0.5997413993150518
Slovak Republic,2010,0.6239999999999998,0.681,0.1653449,0.304225,0.68434,0.0,0.49,0.0,,0.8959853135,0.4902049835068001,0.6524999999999999,0.2739849833333333,0.8959853135,,0.4902049835068001,0.5855508036521333
Slovak Republic,2011,0.6439999999999998,0.696,0.16093443333333332,0.290275,0.68768,0.0,0.573333333333,0.0,,0.8892899479109999,0.47063655701399987,0.6699999999999999,0.2853704611110556,0.8892899479109999,,0.47063655701399987,0.5924449197966861
Slovak Republic,2012,0.6519999999999999,0.665,0.15472453333333336,0.2869,0.68849,0.0,0.573333333333,0.0,,0.8892899479109999,0.45106813052119993,0.6585,0.2839079777777222,0.8892899479109999,,0.45106813052119993,0.5856766300776438
Slovak Republic,2013,0.6639999999999998,0.634,0.15852453333333336,0.285075,0.68672,0.0,0.573333333333,0.0,0.69514383993,0.8892899479109999,0.4373978695166663,0.6489999999999999,0.28394214444438887,0.8892899479109999,0.69514383993,0.4373978695166663,0.5944026160462305
Slovak Republic,2014,0.68,0.661,0.16834986666666665,0.297825,0.6939700000000001,0.0,0.6,0.0,,0.91479696928,0.4237276085121334,0.6705000000000001,0.2933574777777778,0.91479696928,,0.4237276085121334,0.5964454227061536
Slovak Republic,2015,0.6680000000000001,0.673,0.18809963333333332,0.327025,0.70904,0.15546120688473142,0.6,0.0,,0.91479696928,0.4100573475076001,0.6705000000000001,0.3299376400363441,0.91479696928,,0.4100573475076001,0.6055947632564705
Slovak Republic,2016,0.6919999999999998,0.704,0.20462966666666665,0.34285,0.72815,0.3583263036303137,0.6,0.0,,0.91479696928,0.41735018766040005,0.698,0.37232599504949676,0.91479696928,,0.41735018766040005,0.6292373950354616
Slovak Republic,2017,0.6919999999999998,0.738,0.22053623333333333,0.3608,0.73751,0.4390105734095151,0.6566666666669999,0.0,,0.8991631509379999,0.42464302781319996,0.7149999999999999,0.40242057890164135,0.8991631509379999,,0.42464302781319996,0.6416582012932571
Slovak Republic,2018,0.6960000000000002,0.746,0.2362415166666667,0.40395,0.75041,0.5569205441464848,0.6566666666669999,0.0,0.70670017874,0.8991631509379999,0.4319358679659999,0.7210000000000001,0.43403145458002523,0.8991631509379999,0.70670017874,0.4319358679659999,0.6600493847186863
Slovak Republic,2019,0.7119999999999999,0.717,0.2548486166666667,0.423475,0.76248,0.632246323209988,0.6566666666669999,0.0,0.7087078430266667,0.8991631509379999,0.42081190097450005,0.7144999999999999,0.4549527677572757,0.8991631509379999,0.7087078430266667,0.42081190097450005,0.6623557153680788
Slovak Republic,2020,0.68,0.7130000000000001,0.2624744166666666,0.4343,0.7546299999999999,0.6514730352447687,0.726666666667,0.0,0.7107155073133333,0.948975907718,0.409687933983,0.6965000000000001,0.4715906864297392,0.948975907718,0.7107155073133333,0.409687933983,0.6695287487472749
Slovak Republic,2021,0.5839999999999997,0.734,0.2759523333333333,0.4573,0.78024,0.5476361688762184,0.726666666667,0.0,0.7127231716,0.948975907718,0.39856396699149993,0.6589999999999998,0.4646325281460919,0.948975907718,0.7127231716,0.39856396699149993,0.6540152115314429
Slovak Republic,2022,0.68,0.7230000000000001,0.24406298333333337,0.449625,0.8004000000000001,0.5210212118607256,0.726666666667,0.0,0.70444166963,0.948975907718,0.38744000000000006,0.7015,0.4569626436435099,0.948975907718,0.70444166963,0.38744000000000006,0.6650890428100775
Slovak Republic,2023,0.7280000000000001,0.6970000000000001,0.24270366666666668,0.445575,0.8070900000000001,0.5528362726032581,0.675,0.0,0.72861273274,0.935706009141,,0.7125000000000001,0.4538674898783208,0.935706009141,0.72861273274,,0.6928441328549786
Slovak Republic,2024,,0.7130000000000001,0.26842273333333333,0.4586,0.81324,0.5936014711238276,0.675,0.0,0.72987172383,0.935706009141,,0.7130000000000001,0.46814403407619354,0.935706009141,0.72987172383,,0.697078062181357
Slovenia,2006,0.7319999999999999,0.757,0.42780326666666674,0.370075,0.73772,0.6568502413402046,0.79,0.8368188893864918,,0.9298827692039999,0.5776361475303999,0.7444999999999999,0.6365445662322272,0.9298827692039999,,0.5776361475303999,0.7407938490923736
Slovenia,2007,0.7360000000000002,0.798,0.4443647333333333,0.391025,0.74441,0.7452152309473907,0.7966666666666667,0.8222719357485864,,0.9224674846766666,0.5625334878997332,0.7670000000000001,0.6573255944493296,0.9224674846766666,,0.5625334878997332,0.7525881529314141
Slovenia,2008,0.7639999999999998,0.739,0.4572352666666667,0.4054,0.75169,0.7911443375074947,0.8033333333333332,0.84175969151857,,0.9150522001493332,0.5474308282690667,0.7514999999999998,0.675093771504344,0.9150522001493332,,0.5474308282690667,0.748412896781225
Slovenia,2009,0.7760000000000002,0.743,0.46496628333333334,0.396125,0.74328,0.8002587917343745,0.81,0.7624991450364247,,0.907636915622,0.5323281686384,0.7595000000000001,0.6628548700173554,0.907636915622,,0.5323281686384,0.745059493317967
Slovenia,2010,0.7919999999999999,0.714,0.48764625,0.390875,0.72712,0.6319894555451391,0.81,0.6577443685898905,,0.907636915622,0.5299738237793331,0.7529999999999999,0.6175625123558383,0.907636915622,,0.5299738237793331,0.7293930876314844
Slovenia,2011,0.8039999999999998,0.7050000000000001,0.4849066,0.390025,0.7084600000000001,0.5747682995375942,0.8333333333330001,0.6738716860681377,,0.921647438201,0.5276194789202666,0.7545,0.6108941531564555,0.921647438201,,0.5276194789202666,0.7310654366396991
Slovenia,2012,0.8119999999999998,0.7150000000000001,0.4587171833333334,0.3643,0.7096899999999999,0.5004270956360257,0.8333333333330001,0.6518349777378296,,0.921647438201,0.5252651340611999,0.7635,0.5863837650066981,0.921647438201,,0.5252651340611999,0.7274677722917847
Slovenia,2013,0.82,0.669,0.4495584833333333,0.3526,0.69985,0.38850978717045936,0.8333333333330001,0.6970747067450516,0.69515327869,0.921647438201,0.5571312634721333,0.7444999999999999,0.570154385096974,0.921647438201,0.69515327869,0.5571312634721333,0.7154319784350142
Slovenia,2014,0.8480000000000001,0.694,0.4635390333333333,0.357,0.7039799999999999,0.36991000379257055,0.85,0.7237648575547442,,0.905177601254,0.5889973928830666,0.771,0.5780323157801079,0.905177601254,,0.5889973928830666,0.7301288529846277
Slovenia,2015,0.8360000000000002,0.7130000000000001,0.4789443666666666,0.371775,0.71383,0.4458576078753116,0.85,0.7694454404305088,,0.905177601254,0.620863522294,0.7745000000000002,0.6049754024954145,0.905177601254,,0.620863522294,0.7420721052933792
Slovenia,2016,0.8480000000000001,0.741,0.5091754166666667,0.399275,0.72232,0.4993457565767063,0.85,0.7786137449272676,,0.905177601254,0.6077031684102667,0.7945,0.6264549863617734,0.905177601254,,0.6077031684102667,0.7549324094478008
Slovenia,2017,0.8480000000000001,0.774,0.5285521666666666,0.419925,0.75118,0.6375696783216445,0.893333333333,0.8294489360628041,,0.9363294603100001,0.5945428145265332,0.811,0.6766681857306859,0.9363294603100001,,0.5945428145265332,0.7816435950645388
Slovenia,2018,0.86,0.795,0.5440535333333333,0.44595,0.77187,0.7491107394438492,0.893333333333,0.873390361369467,0.7248027727,0.9363294603100001,0.5813824606428,0.8275,0.712951327913275,0.9363294603100001,0.7248027727,0.5813824606428,0.7886156536157427
Slovenia,2019,0.8639999999999998,0.8260000000000001,0.5687129,0.474325,0.78381,0.7849284013610125,0.893333333333,0.8843394457619925,0.7375240902866667,0.9363294603100001,0.5545768454821,0.845,0.7315748467426676,0.9363294603100001,0.7375240902866667,0.5545768454821,0.7987786422206349
Slovenia,2020,0.8239999999999997,0.83,0.5954352666666667,0.50485,0.78289,0.782612092395528,0.9,0.9694020953616206,0.7502454078733334,0.947545209559,0.5277712303214,0.8269999999999998,0.7558649090706359,0.947545209559,0.7502454078733334,0.5277712303214,0.800176416549971
Slovenia,2021,0.8280000000000001,0.885,0.63510725,0.535625,0.7898499999999999,0.7924475727565078,0.9,0.9720030616795376,0.76296672546,0.947545209559,0.5009656151607,0.8565,0.7708388140726742,0.947545209559,0.76296672546,0.5009656151607,0.8136270016980246
Slovenia,2022,0.8519999999999999,0.858,0.5988389000000001,0.538375,0.8058700000000001,0.8294773694847347,0.9,0.9285501930756932,0.75836058625,0.947545209559,0.4741600000000001,0.855,0.7668519104267381,0.947545209559,0.75836058625,0.4741600000000001,0.8094080898684844
Slovenia,2023,0.88,0.855,0.6421998999999999,0.539975,0.79755,0.8537315539369776,0.875,1.0,0.77353877821,0.9344150687530001,,0.8674999999999999,0.7847427423228296,0.9344150687530001,0.77353877821,,0.8473025573005516
Spain,2006,0.8439999999999998,0.6910000000000001,0.5157821666666667,0.619625,0.70242,0.7962806537347706,0.645,0.7419534772987327,,0.951787272546,0.44332044828719996,0.7674999999999998,0.6701768829500283,0.951787272546,,0.44332044828719996,0.7522639898973671
Spain,2007,0.8439999999999998,0.72,0.5249807999999999,0.6217,0.71081,0.8144590729402417,0.645,0.6718479905586001,,0.951787272546,0.470270066842,0.7819999999999998,0.6647996439164736,0.951787272546,,0.470270066842,0.7589533759496345
